artist,origin,school,art_movement,FirstYear,LastYear,Places
Meester van de Agrafen,West,,,,,
Jan Verbeeck,West,,,,,
Robert Gaywood,West,,,,,
Jan Bruyn,West,,,,,
Egbert Marinus Frederik d' Hangest,West,,,,,
Martinus van Erkel,West,,,,,
Guillibaud,West,,,,,
N. Keiberg,West,,,,,
Jacobus van Tricht,West,,,,,
Johannes Vinkeles,West,,,,,
Nicolas Pitau (II),West,,,,,
Laurens Jacobsz. van der Vinne,West,,,,,
Jean-Rodolphe Perronet,West,,,,,
G.I. Luipius,West,,,,,
Valentijn Bing,West,,,,,
Paul Preuning,West,,,,,
Oliver Lang,West,,,,,
J. Hudig,West,,,,,
Speleveld,West,,,,,
Cornelis Soetermeer,West,,,,,
Hendrik van der Star,West,,,,,
Willem Troost (I),West,,,,,
Judith M. Testart,West,,,,,
Cornelis Thim,West,,,,,
Nicolaas Struyk,West,,,,,
D. Nachenius,West,,,,,
Koninklijke Fabriek voor Stoom- en andere Werktuigen,West,,,,,
W.C. Henker,West,,,,,
G. Lambert,West,,,,,
Gottfried Eichler (II),West,,,,,
Hendrick Lotsy,West,,,,,
De 3 Aschpotten,West,,,,,
Ellis Leighton (Sir),West,,,,,
Jacques Androuet,West,,,,,
G. de Koningh,West,,,,,
Salomon Italia,West,,,,,
W.M. Voois,West,,,,,
Johannes Hannart,West,,,,,
Gerrit Hendrik Gobell,West,,,,,
Elisabeth Alida Haanen,West,,,,,
Adrien Faizelot Delorme,West,,,,,
P. Gouts,West,,,,,
Nicolas Delaunay,West,,,,,
J. Muller,West,,,,,
Gerrit Muntinck,West,,,,,
P.J. Neumans,West,,,,,
Maria Geertruyd Barbiers-Snabilie,West,,,,,
Gerrit Zegelaar,West,,,,,
Pietro Vitali,West,,,,,
Monogrammist KG,West,,,,,
Alexander Bleijs,West,,,,,
Karel Alexander August Jan Boom,West,,,,,
Francis Dodd,West,,,,,
Gesina Dake,West,,,,,
Remmert Dekker,West,,,,,
G.A. de Wildt,West,,,,,
Martin van Buyten,West,,,,,
Hermanus Carbentus,West,,,,,
Daniël Nicolaas Chimaer van Oudendorp,West,,,,,
J. Roettiers,West,,,,,
Abraham de Cooge,West,,,,,
Ichirakutei Eisui,West,,,,,
Anthony Cornelis Cramer,West,,,,,
Joannes van Dale,West,,,,,
Charles Etienne Gaucher,West,,,,,
François Deleu,West,,,,,
Pieter van Dijck (1654-?),West,,,,,
Jan Siberechts,West,,,,,
Jan Rieuwertsz.,West,,,,,
Jacob Lescailje,West,,,,,
Daniël Jean Guicherit,West,,,,,
Pierre Etienne Lambert Jonxis,West,,,,,
Martin Bouche,West,,,,,
Cornelis de Bout,West,,,,,
Pierfrancesco Alberti,West,,,,,
Felice Giani,West,,,,,
Pietro Gaspari,West,,,,,
Ferdinando Fuga,West,,,,,
Bartolomeo Pinelli,West,,,,,
Bernardino Minozzi,West,,,,,
Giuseppe Zaïs,West,,,,,
Ludovicus Finsonius,West,,,,,
Philips Angel,West,,,,,
Johan Christiaan Aychmayer,West,,,,,
C. Galle,West,,,,,
Guillaume Collaert,West,,,,,
Jan Pietersz. Zomer,West,,,,,
Monogrammist NVE,West,,,,,
Monogrammist NB (Italië),West,,,,,
Jan van der Venne,West,,,,,
I. Baudouin,West,,,,,
Karel Collaert,West,,,,,
Jesaias Engouw,West,,,,,
Guillaume Courtois,West,,,,,
Martinus Stapele,West,,,,,
Giacomo Sementi,West,,,,,
Carlo Dolci,West,,,,,
Isacq Samuel Busard,West,,,,,
Samuel Cohen Elion,West,,,,,
Dirck Pietersz Pers,West,,,,,
Lucas Pater,West,,,,,
Cristofano Cartaro,West,,,,,
Clément Pierre Marillier,West,,,,,
Toyosai,West,,,,,
Nagasada,West,,,,,
Shuzan,West,,,,,
Ryogyoku,West,,,,,
Toshihide,West,,,,,
Yutokusai,West,,,,,
Shibata Gito,West,,,,,
Kaihoku Yusho,West,,,,,
Zhao Yongxian,West,,,,,
Berthaud Frères,West,,,,,
Zhang Rulin,West,,,,,
Dimitris Constantin,West,,,,,
Meester van de Conversazione di Santo Spirito,West,,,,,
Jean Baptist Leprince,West,,,,,
Cornelis François Roos,West,,,,,
N.L. Peschier,West,,,,,
Egbert Lievensz. van der Poel,West,,,,,
Giovanni Battista Recco,West,,,,,
David Rijckaert (III),West,,,,,
Louis-Claude Vassé,West,,,,,
Charles Michel-Ange Challe,West,,,,,
Willem Jansz. Ploy,West,,,,,
Justus van Attevelt,West,,,,,
Monogrammist AS (schilder),West,,,,,
Monogrammist IVA,West,,,,,
Jacopo Bassano,West,,,,,
Karel Batist,West,,,,,
G.D. Beet,West,,,,,
G.W. Berckhout,West,,,,,
Christiaen Jansz. van Bieselingen,West,,,,,
Maria Bilders-van Bosse,West,,,,,
Jan van Bijlert,West,,,,,
Jacques Blanchard,West,,,,,
Dirck Bleker,West,,,,,
Paulus Bor,West,,,,,
Borgognone,West,,,,,
Nicolas Delobel,West,,,,,
Peter van de Velde,West,,,,,
Dirck Verhaert,West,,,,,
Jacomo Victors,West,,,,,
Francesco Zugno,West,,,,,
Johann Friedrich Grueber,West,,,,,
Jan Provoost,West,,,,,
Richard Collins,West,,,,,
John Graham (I),West,,,,,
Jean Pierre Norblin de la Gourdaine,West,,,,,
Jacob Worms,West,,,,,
Brunswijkse Monogrammist,West,,,,,
Abraham van Calraet,West,,,,,
Rafaël Camphuysen (I),West,,,,,
David Colijns,West,,,,,
Jan Daemen Cool,West,,,,,
Wouter Pietersz. II Crabeth,West,,,,,
Alexis Nicolas Pérignon (le vieux),West,,,,,
Michel François Preaulx,West,,,,,
Cornelis van Dalem,West,,,,,
Douwe Juwes de Dowe,West,,,,,
Giovanni di Paolo di Grazia,West,,,,,
Jan van Hemert,West,,,,,
Elisabeth Iosetta Hoopstad,West,,,,,
Lambertus Jansz. de Hue,West,,,,,
Frans de Hulst,West,,,,,
Kessel (B.?) van,West,,,,,
Cavalier Cosse,West,,,,,
Isaac Hondius,West,,,,,
Wouter Knijff,West,,,,,
François Cornelis Knoll,West,,,,,
Nicolas de Largillière,West,,,,,
Dirck Helmbreeker,West,,,,,
Madame Drugeon,West,,,,,
Frédéric Bouchot,West,,,,,
Nicolas Marie Joseph Chapuy,West,,,,,
Lodovico Mazzolino,West,,,,,
Giovanni di Francesco del Cervelliera,West,,,,,
Charles Le Brun,West,,,,,
Pierre Puget,West,,,,,
Hillebrand Dirk Loeff,West,,,,,
Allaert van Loeninga,West,,,,,
Camillo Buti,West,,,,,
De Blompot,West,,,,,
Felix Hippolyte Lanoüe,West,,,,,
Hans Apengeter,West,,,,,
Jacques Patel,West,,,,,
Herman Antonie de Bloeme,West,,,,,
Jochem de Vries,West,,,,,
Philip Schey,West,,,,,
Samuel Blesendorf,West,,,,,
Georg Lamprecht,West,,,,,
Anton von Maron,West,,,,,
Jean Auguste Dominique Ingres,West,,,,,
Carel Koekebakker,West,,,,,
W.N. Ernens,West,,,,,
Alger Mensma,West,,,,,
Paulus Sakes,West,,,,,
Epke Hoytes,West,,,,,
Gerardus Vinck,West,,,,,
Jan Stoffels,West,,,,,
Matthias Molckman,West,,,,,
Christiaen van Vianen,West,,,,,
Hans Chrystiaens,West,,,,,
Gerrit Jacobsen,West,,,,,
Gerrit Stoffels,West,,,,,
Peter Alberts,West,,,,,
Anton Hinrich Pape,West,,,,,
Sigismundus Zschammer,West,,,,,
Jan Janse Bockels,West,,,,,
Pieter Klock,West,,,,,
Matthijs Bockels,West,,,,,
In de 3 porseleyne Astonnen,West,,,,,
Jacobus van der Gucht,West,,,,,
Theodorus Nieuhoff,West,,,,,
Andreas van Rijmsdijck,West,,,,,
Saint-Jean-Du-Désert,West,,,,,
Gerhard Wolbeer,West,,,,,
Cornelis Floris (II),West,,,,,
Lukas de Heere,West,,,,,
Jan Jansz. Post,West,,,,,
Girolamo Macchietti,West,,,,,
Antoni van den Wijngaerde,West,,,,,
Monogrammist CS (tekenaar),West,,,,,
Meester van het Berlijnse Schetsboek,West,,,,,
Auguste Francois Michaut,West,,,,,
Monogrammist LCZ,West,,,,,
Monogrammist HL (1543),West,,,,,
Monogrammist BM,West,,,,,
G.M. Heaton,West,,,,,
Jean Baptist Glomy,West,,,,,
A Thery,West,,,,,
James Bretherton,West,,,,,
Monogrammist DDC,West,,,,,
Monogrammist SAF,West,,,,,
Christiaan Welmeer,West,,,,,
Evert Rijnvisch,West,,,,,
Jan Sas,West,,,,,
Jan de Goeje,West,,,,,
Suzanne Talbot,West,,,,,
Hermanus Heuvel,West,,,,,
Monogrammist HK (15e eeuw),West,,,,,
Ippolito Andreasi,West,,,,,
Alessandro Allori,West,,,,,
Carlo Caliari,West,,,,,
Jean Pierre Cluysenaar,West,,,,,
Jean Joseph de Saint-Germain,West,,,,,
Carl Ferdinand Stelzner,West,,,,,
Jan Jacobsz van der Stoffe,West,,,,,
J.A. Stock,West,,,,,
Gerardus van Veen,West,,,,,
Cosimo Gamberucci,West,,,,,
Aurelio Lomi,West,,,,,
Giulio Morina,West,,,,,
Cesare Nebbia,West,,,,,
Giovanni Antonio da Pesaro,West,,,,,
Rosso Fiorentino,West,,,,,
Taddeo Zuccaro,West,,,,,
Vincenzo Caccianemici,West,,,,,
Claes Bel,West,,,,,
Abraham Valck,West,,,,,
Joseph Limosin,West,,,,,
Denis Bordier,West,,,,,
Monogrammist HW (17e eeuw),West,,,,,
Abraham de Moor,West,,,,,
Nicolaes Molenaer,West,,,,,
Clouzard & Soulier,West,,,,,
Miethke & Wawra,West,,,,,
Amerikaans Stereoscoop Platen Gezelschap Kunst Vermaak en Wetenschap,West,,,,,
Hendrik Jan Hein,West,,,,,
Jean Minette,West,,,,,
Jacob de Jonckheer,West,,,,,
Louis Chalon,West,,,,,
jhvr Cécile Dorothea Schuyl van der Does,West,,,,,
Théodore Deck,West,,,,,
G. Carbentus,West,,,,,
Dominique Sornique,West,,,,,
Abraham Pietersz. Hulk,West,,,,,
Leek Embroidery Society,West,,,,,
J. Dirksen,West,,,,,
Irene d' Olszowska,West,,,,,
Nicolaes Rombouts,West,,,,,
Caspar David Friedrich,West,,,,,
Petrus Josephus Lutgers,West,,,,,
Thomas Frye,West,,,,,
Adams,West,,,,,
Barber & Marks,West,,,,,
W.E. Kannegiesser,West,,,,,
Müller (fotograaf),West,,,,,
Rufus Anson,West,,,,,
John Werge,West,,,,,
A. Doyen,West,,,,,
V. Chevallier (Vincent),West,,,,,
Manuel Herrero,West,,,,,
Isaac A. Rehn,West,,,,,
Henry Death,West,,,,,
Joan Carel van Alderwerelt,West,,,,,
Claude Augustin Duflos,West,,,,,
Paul Cox,West,,,,,
Willem Thibaut,West,,,,,
P. Tonnet,West,,,,,
Jan Andries Töpfer,West,,,,,
Henri Liébaux fils,West,,,,,
't Hooft,West,,,,,
Robert John Dunkarton,West,,,,,
Suzanna Verbruggen,West,,,,,
Abraham Verhoeven (III),West,,,,,
Leonel Ricci,West,,,,,
Utagawa Toyokuma,West,,,,,
Antonio Lafreri,West,,,,,
D.V. van de Grave,West,,,,,
L. Hendericks,West,,,,,
Ed. Fischer,West,,,,,
Maki Bokusen,West,,,,,
Kazan Watanabe,West,,,,,
Greenwood,West,,,,,
Pierre Pullis,West,,,,,
Gilbert Schouten,West,,,,,
Henry Ferguson,West,,,,,
Carlo Bugatti,West,,,,,
Gerard van Houten,West,,,,,
Godfried de Jong,West,,,,,
Pieter van Santen,West,,,,,
Lorenzo Gamberati,West,,,,,
I.K. Inha,West,,,,,
Von Kolkow,West,,,,,
Cornelis Bernardus Broersma,West,,,,,
L. Haase und Comp.,West,,,,,
Anthoni de Groot & Zoonen,West,,,,,
M. Suys,West,,,,,
Osendô,West,,,,,
Uematsu Tôshû,West,,,,,
Jan van Musschenbroek,West,,,,,
Giovanni Hamerani,West,,,,,
Ministerie van Economische Zaken,West,,,,,
Han Richters,West,,,,,
SDAP,West,,,,,
Jacob Pieter Mercier,West,,,,,
Kerstiaen de Keuninck,West,,,,,
E. Bakalowitz & Söhne,West,,,,,
Daum Frères,West,,,,,
Eerste Curaçaose Aardewerkfabriek 'E.C.A.F',West,,,,,
J.A. de Vos van Steenwyk,West,,,,,
Chelsea,West,,,,,
Hendrik Adriaan Christiaan Dekker,West,,,,,
Jan Marten Kleman,West,,,,,
Monogrammist SVK,West,,,,,
Gerrit Brender à Brandis,West,,,,,
Luigi Rossini,West,,,,,
Lamazouère,West,,,,,
Van Baarsel & Tuyn,West,,,,,
Jodocus Hondius (II),West,,,,,
Leonardo da Udine,West,,,,,
Jean Mignon,West,,,,,
Daniel Havell,West,,,,,
I. Sutherland,West,,,,,
Eelco Brand,West,,,,,
Pieter Jan Entrop,West,,,,,
erven Anthoni de Groot,West,,,,,
Utagawa Kuninao,West,,,,,
Richard Brend'amour,West,,,,,
Lafon,West,,,,,
Joop Sjollema,West,,,,,
Giuseppe Cammarano,West,,,,,
Karl Joseph Aloys Agricola,West,,,,,
Giuseppe Cades,West,,,,,
Jacob ter Beek,West,,,,,
Delboy & Baer,West,,,,,
John B. Heywood,West,,,,,
Willem Wenckebach,West,,,,,
I. Meeuwissen,West,,,,,
Edouard Dujardin,West,,,,,
Cornelius Ekama,West,,,,,
C. Pijper,West,,,,,
Daniël Kellerthaler,West,,,,,
Beekman,West,,,,,
Arend Stubbe,West,,,,,
Rosart & Comp. J.F.,West,,,,,
monogrammist WvV,West,,,,,
A. Sluyter,West,,,,,
Charles-Guillaume Diehl,West,,,,,
H. Bontemantel,West,,,,,
Hans Mont,West,,,,,
A.L. Donnadieu,West,,,,,
Jacques de Chieze,West,,,,,
officina Hackiana,West,,,,,
Marcus Willemsz. Doornick,West,,,,,
Henricus Leonardus van den Houten,West,,,,,
C. Souvin,West,,,,,
Frederik Vaster,West,,,,,
Martin von Molitor,West,,,,,
Elias Baeck,West,,,,,
Willem de Klerk (drukker),West,,,,,
J. Smit,West,,,,,
Johann Gabriel Friedrich Poppel,West,,,,,
Feltschen,West,,,,,
Pieter Jacobus Mulder,West,,,,,
Williamson,West,,,,,
J. Boelen,West,,,,,
A. Hecht,West,,,,,
Jean-Michel Grobon,West,,,,,
Fidel Carl Albert Greiner,West,,,,,
G. Reussing,West,,,,,
Gebrüder Becher,West,,,,,
a apollony,West,,,,,
Willem Carel Dierkens,West,,,,,
Jacolette,West,,,,,
Leonard Vlaanderen,West,,,,,
L.O. Grienwaldt,West,,,,,
Carel Potgieter,West,,,,,
M. Stokvis,West,,,,,
D.H. Racine,West,,,,,
Henricus Hondius,West,,,,,
Adolphe Bilordeaux,West,,,,,
Alfred Emile O'Hara de Nieuwerkerke,West,,,,,
Monogrammist CHB of CBB,West,,,,,
Monogrammist DP,West,,,,,
Monogrammist FR,West,,,,,
Monogrammist FBVR,West,,,,,
Stadsdrukkerij,West,,,,,
Monogrammist HCF,West,,,,,
Monogrammist HM (19e eeuw),West,,,,,
Alex Pijnaker,West,,,,,
V. Labargé,West,,,,,
Berend Strik,West,,,,,
Charles Binger,West,,,,,
Hendrik Vieroot,West,,,,,
Sisto Badalocchio,West,,,,,
Hendrick Stuyfzandt,West,,,,,
Suzanne Silvestre,West,,,,,
Jean Colin,West,,,,,
J. Kleve,West,,,,,
D.P. Pariset,West,,,,,
Giuseppe Longhi,West,,,,,
Giovanni Domenico Campiglia,West,,,,,
Richard de Saint-Non,West,,,,,
Christian van den Queborn,West,,,,,
Loodewijck Spillebout,West,,,,,
Jacob van Beverwijk,West,,,,,
O. de Vries,West,,,,,
P. Carstensen,West,,,,,
Etienne Acille Réveil,West,,,,,
Johannes de Vogel,West,,,,,
Madame Heymans Besselink,West,,,,,
Armand Varroquier,West,,,,,
G. Th. Hase,West,,,,,
Louis Koch,West,,,,,
Monogrammist ES (19e eeuw),West,,,,,
Monogrammist HB (graveur),West,,,,,
Jan Verlem,West,,,,,
J. Sluytman van der Meer,West,,,,,
Ernst Zeydelaar,West,,,,,
Johannes Ploos,West,,,,,
Bernard Eugène Antoine Rottiers,West,,,,,
Johannes Dilhoff,West,,,,,
I. Warnier,West,,,,,
Henricus van der Winden,West,,,,,
G. Wingendorp,West,,,,,
Louis Crette,West,,,,,
Claes Braau,West,,,,,
Jan Kobell,West,,,,,
Gerrit Pape,West,,,,,
Metaalgieterij Kometal,West,,,,,
Sakuma Soen Akira,West,,,,,
E. Lothrop,West,,,,,
H. Vines,West,,,,,
Louis Surugue,West,,,,,
Francois Hermans,West,,,,,
weduwe Jacobus van Koningsveld,West,,,,,
H.P.J. Schuiten,West,,,,,
H. Siderius,West,,,,,
Matthieu Christiaan Hendrik Pauw van Wieldrecht,West,,,,,
A. van Assen,West,,,,,
Lambert van den Bosch,West,,,,,
Johan Huijsen,West,,,,,
Nicolaus Wilborn,West,,,,,
Juste de Juste,West,,,,,
Karl Kuntz,West,,,,,
Hans Weiner,West,,,,,
Herman Anne Marie Cato Dibbits,West,,,,,
Jacopo Amigoni,West,,,,,
Monogrammist LS (graveur),West,,,,,
Würthle & Sohn,West,,,,,
R.Y. Young,West,,,,,
François Cachoud,West,,,,,
Eugène de Loose,West,,,,,
Eishôsai Chôki,West,,,,,
Franciscus Schluymer,West,,,,,
Hendrik Donnet,West,,,,,
LIWA,West,,,,,
Matthias Loth,West,,,,,
Etienne Lenoir,West,,,,,
Eugène Cuvelier,West,,,,,
J. Puttemans,West,,,,,
Eduard Veterman,West,,,,,
Bonvatel,West,,,,,
Boullemier,West,,,,,
P. Boscetti et Comp.,West,,,,,
Paulus van Walsen,West,,,,,
Cornelis Kant,West,,,,,
Martijn Engelbregt,West,,,,,
Giovanni-Martino dei Boni,West,,,,,
Az,West,,,,,
W. Albarda,West,,,,,
Sebastiano di Re,West,,,,,
Willem Hendrik van Nieuwerkerke,West,,,,,
Salomon Hendrikszoon Coster,West,,,,,
Pieter Verbruggen (II),West,,,,,
Antonius Smyters,West,,,,,
Johann Schimmelbusch,West,,,,,
Mathis Zündt,West,,,,,
Williams & Powell,West,,,,,
Julien Coulaux,West,,,,,
Francoys van Beusekom,West,,,,,
Hendrik Dethier,West,,,,,
J. Pelgrom,West,,,,,
A. Henschel & Co.,West,,,,,
Jan Roman (II),West,,,,,
Isaac Augustus Wetherby,West,,,,,
Paulus Scheltus (I),West,,,,,
gebr Cohen,West,,,,,
Karl Remshard,West,,,,,
François Louis Couché,West,,,,,
Emil Orlik,West,,,,,
Scott,West,,,,,
Johann Jenet,West,,,,,
Fernando Dessaur,West,,,,,
J. Groenewoud & Zoon,West,,,,,
D. van der Ley,West,,,,,
John Baptist Jackson,West,,,,,
Thomas Lewis Atkinson,West,,,,,
Samuel Bellin,West,,,,,
W. Hoffmann & Sohn,West,,,,,
De Tulp,West,,,,,
F. Bureau,West,,,,,
J.J.A. van Winsen,West,,,,,
Thomas Coenrat Boekhout,West,,,,,
H.-G. Moke Fils,West,,,,,
Théodore Rousseau,West,,,,,
P. Lippens,West,,,,,
Johann Jakob Haid,West,,,,,
Opificio delle pietre dure,West,,,,,
Hendrik R. van Rossen,West,,,,,
Jean François de Ruelles,West,,,,,
J.C. Hagedoorn,West,,,,,
Coenradus Henricus Koning,West,,,,,
Thomas van Limburg,West,,,,,
David Heschler,West,,,,,
Pieter Wauters,West,,,,,
Charles Thévenin,West,,,,,
Joseph Anton Koch,West,,,,,
Bernard Lens (II),West,,,,,
Johann Franz Michiels,West,,,,,
Daniël van Breen,West,,,,,
Abraham van der Wenne,West,,,,,
Hendrick L. de Weyck,West,,,,,
Johannes van Meurs,West,,,,,
Weydom,West,,,,,
J. Groenewoud,West,,,,,
A. ter Gunne,West,,,,,
Ge. Jo. van de Sijpe,West,,,,,
Simon Desormeaux,West,,,,,
Nikolaus Barthelmess,West,,,,,
Monogrammist JCZ,West,,,,,
Monogrammist JVE (graveur),West,,,,,
Monogrammist MAD,West,,,,,
Monogrammist PB (graveur),West,,,,,
Monogrammist TB (graveur),West,,,,,
Monogrammist WVD,West,,,,,
Clark,West,,,,,
Takeuchi Seihô,West,,,,,
R. Reeves,West,,,,,
Meester van de Kleine Landschappen,West,,,,,
Georges Hermann Rene Paul,West,,,,,
Monogrammist PV (graveur),West,,,,,
Jakob Wangner,West,,,,,
Jean Baptiste Carpeaux,West,,,,,
Frederik Hendrik (prins van Oranje),West,,,,,
J. de Boer,West,,,,,
Pieter Francis Peters (jr.),West,,,,,
Bokugai,West,,,,,
Antoine Vechte,West,,,,,
Pieter Koumans,West,,,,,
Theo Van Rysselberghe,West,,,,,
Johannes Broedelet,West,,,,,
Hendrik Vleck,West,,,,,
Victor Adam,West,,,,,
Eugène Joseph Verboeckhoven,West,,,,,
Cook,West,,,,,
Caspare Ginanni,West,,,,,
Willem Hegerman,West,,,,,
Paul Huet,West,,,,,
Alexandre Lunois,West,,,,,
Marcel Vagné & Zonen,West,,,,,
Tobias Falke,West,,,,,
Paul Sérusier,West,,,,,
Giovanni Orlandi,West,,,,,
Johannes van Houten,West,,,,,
Pieter Stevens,West,,,,,
Jochem Bormeester,West,,,,,
Wossinik,West,,,,,
Johann Martin Will,West,,,,,
Le Bas,West,,,,,
Auguste Thomas Marie Blanchard,West,,,,,
Charles Etienne Pierre Motte,West,,,,,
Johannes Dyserinck,West,,,,,
Georges Daniel de Monfreid,West,,,,,
Sellier,West,,,,,
Rosmasler,West,,,,,
Damours,West,,,,,
Wilhelm Arndt,West,,,,,
S. Créange,West,,,,,
Tony Goutière,West,,,,,
Lecomte,West,,,,,
Colin Laure Noël,West,,,,,
Weber,West,,,,,
Baker (prentmaker),West,,,,,
X.A. v. W. Aarland,West,,,,,
Monogrammist TS,West,,,,,
George Baxter,West,,,,,
Alberto Pasini,West,,,,,
Harry Arnold,West,,,,,
Jean-Louis Boussingault,West,,,,,
José Zinoview,West,,,,,
Grangier,West,,,,,
E. Thirion,West,,,,,
Harand,West,,,,,
Lodewijk Napoleon Bonaparte,West,,,,,
Monogrammist GS (lithograaf),West,,,,,
Johannes Beunis,West,,,,,
Ducis,West,,,,,
Louis Malteste,West,,,,,
Maurice Dulac,West,,,,,
L. Le Riverend,West,,,,,
Bordier,West,,,,,
Giovanni Segantini,West,,,,,
Jacob Hendrik van de Poll,West,,,,,
J.A. Weger,West,,,,,
Charpentier,West,,,,,
A. Lefrancq,West,,,,,
Pantaleon Szyndler,West,,,,,
Kate Bisschop-Swift,West,,,,,
Clermont,West,,,,,
Alexander Ludwich Broekmann,West,,,,,
Conradijn Cunaeus,West,,,,,
François Chéreau (I),West,,,,,
N. Hense,West,,,,,
M. Frankfurter,West,,,,,
J.A. van Krieken,West,,,,,
Auguste Hüssener,West,,,,,
Kubota Beisen,West,,,,,
Camille Bourget,West,,,,,
P. Brandsma,West,,,,,
Paul Decker (I),West,,,,,
Adachi Ginkô,West,,,,,
Yôshû Nobuyasu,West,,,,,
Netherland Government Information Bureau,West,,,,,
Thomas Gosse,West,,,,,
Berthault,West,,,,,
Louise Charlotte de Neufville-Ritter,West,,,,,
Mouret,West,,,,,
Henry Mullins,West,,,,,
Louis Jean Somers,West,,,,,
Johan Huizinga,West,,,,,
Weltbild G.M.,West,,,,,
A. Vink (II),West,,,,,
William Callow,West,,,,,
Mitsukata,West,,,,,
Sekino Jun'ichirô,West,,,,,
Victor Angerer,West,,,,,
Johann Gottlieb Glume,West,,,,,
Seisai,West,,,,,
Dorothea Lange,West,,,,,
Ange Louis Janet-Lange,West,,,,,
Petrus Adrianus Koppius,West,,,,,
Charles Picart,West,,,,,
Félix Fournery,West,,,,,
Coenradus Hendrikus Johannes Reijers,West,,,,,
Henri Paul Emile de la Roche Busé,West,,,,,
John Ruskin,West,,,,,
A.W. van Leeuwen,West,,,,,
Nijgh & Van Ditmar,West,,,,,
G.C. Stich,West,,,,,
Cornelis Johannes Steenbergh,West,,,,,
Thomas Landseer,West,,,,,
Michelangelo Martini,West,,,,,
Raphael Urbain Massard,West,,,,,
Persbureau Vaz Dias,West,,,,,
Lionel Wendt,West,,,,,
Th. Molsberger,West,,,,,
Cornelius Arents,West,,,,,
Lorenz Ekeman-Allesson,West,,,,,
François Spierre,West,,,,,
Filips II (koning van Spanje),West,,,,,
Henri Eugène Le Sidaner,West,,,,,
I. Lobatto,West,,,,,
Monogrammist LAD,West,,,,,
Alfred Seeley,West,,,,,
John Wright,West,,,,,
Vittore Pedretti,West,,,,,
Share,West,,,,,
J. Greenaway,West,,,,,
George Hardy,West,,,,,
J. Wells,West,,,,,
Monogrammist LJ (19e eeuw),West,,,,,
A.B. Frost,West,,,,,
R. Greenaway,West,,,,,
H.J. Rhodes,West,,,,,
A. Irwin,West,,,,,
Harold Copping,West,,,,,
Henry James Johnstone,West,,,,,
Specht,West,,,,,
Hermanus Coster,West,,,,,
Charles Jameson Grant,West,,,,,
A.H. & F.,West,,,,,
Vuagnat,West,,,,,
Victoire,West,,,,,
Levitsky,West,,,,,
Splitter Frères,West,,,,,
Robert Sayer,West,,,,,
Christoffel Rep en Zoon,West,,,,,
A. Meyer Schalekamp & Van de Grampel,West,,,,,
Elias Nessenthaler,West,,,,,
A. Hansen,West,,,,,
Tojin,West,,,,,
Adamo Tadolini,West,,,,,
Fox Photos,West,,,,,
Steenmeijer,West,,,,,
Willy Zimmermann,West,,,,,
Frederik van Eeden,West,,,,,
Hermann Eichens,West,,,,,
Adolph Tidemand,West,,,,,
Jean Dambrun,West,,,,,
P.C. Zweesaardt,West,,,,,
Johannes Josephus Destree,West,,,,,
Isodore-Laurent Deroy,West,,,,,
Arend Willem Maurits Odé,West,,,,,
J. Verkouteren,West,,,,,
Cosimo Mogalli,West,,,,,
Hubert von Herkomer,West,,,,,
Ali. S. Cohan,West,,,,,
Mouton & Co.,West,,,,,
J. Waltman (II),West,,,,,
Carl Philip Wollrabe,West,,,,,
Léon Louis Chapon,West,,,,,
Frederick Christian Lewis (I),West,,,,,
Albert Bellenger,West,,,,,
E.P.A. Geer (II),West,,,,,
Inc. International News Photos,West,,,,,
Tiburce de Mare,West,,,,,
Giovanni Balestra,West,,,,,
Heinrich Schmidt,West,,,,,
Alphonse Legros,West,,,,,
Anton Weiss,West,,,,,
Luxia,West,,,,,
Nikolaus Hoff,West,,,,,
Johann Andreas Graff,West,,,,,
Jacobus Wilhelmus Adrianus Hilverdink,West,,,,,
Joseph Wagner,West,,,,,
de Casimacker,West,,,,,
Marie de Solar,West,,,,,
Rousselet,West,,,,,
Marc-Luc,West,,,,,
Y.v. Luq,West,,,,,
Monogrammist CD (graveur),West,,,,,
Daniel Urrabieta y Vierge,West,,,,,
A. Stamer,West,,,,,
Etienne Frédéric Lignon,West,,,,,
Louis Held,West,,,,,
Constantijn Huygens (I),West,,,,,
Rudolf Jurriaan Stephanus Haak,West,,,,,
Frederik Hendrik Hendriks,West,,,,,
Hendrik Hollander Cz.,West,,,,,
Johann Gottfried Haid,West,,,,,
J.H. Jacobs,West,,,,,
atelier de Graaf,West,,,,,
J.H. de Friderici,West,,,,,
Jerome,West,,,,,
Cornelis Koster,West,,,,,
J. de Jong Ezn,West,,,,,
F.W. Knippel,West,,,,,
Melozzo da Forlì,West,,,,,
Aurelia Marucci,West,,,,,
E. Montastier,West,,,,,
G.L. Manuel Frères,West,,,,,
Napoleon I Bonaparte (keizer der Fransen),West,,,,,
B.A. Neuberger,West,,,,,
Michel Odieuvre,West,,,,,
J.A. van Tol,West,,,,,
Antoon Van IJsendijck,West,,,,,
Amédée Varin,West,,,,,
Firma Feuchère,West,,,,,
Alfred Ost,West,,,,,
"AACHEN, Hans von",West,German,,,,
"AAGAARD, Carl Frederik",West,Danish,,,,
"ABADIA, Juan de la",West,Spanish,,,,
"ABAQUESNE, Masséot",West,French,,,,
"ABBATE, Niccolò dell'",West,Italian,,,,
"ABBATI, Giuseppe",West,Italian,,,,
